,Title,Link,Day,Time,Where,Image link
22,ARİS GRAND TOWER SATILIK 1+1 DAİRE 1.670.000 TL İstanbul / Esenyurt / Zafer Mh. Satılık Daire,https://www.facebook.com/events/335802278889852/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,Today,Happening Now,Aris Grand Tower,https://scontent.fbho3-1.fna.fbcdn.net/v/t39.30808-6/376623009_787318910063843_5004027625457447344_n.jpg?stp=c0.6.168.112a_dst-jpg_p168x128&_nc_cat=102&ccb=1-7&_nc_sid=934829&_nc_ohc=HaQucsFS40oAX8ryEr4&_nc_ht=scontent.fbho3-1.fna&oh=00_AfCVpD2IjATE5NKVSiPuXBKNGAb7F_FWMkPCRSG4yFyRSA&oe=6503000E
23,BABACAN PREMİUM KULEDE SATILIK DAİRE 2+1 DENİZ MANZARALI 3.650.000 TL İstanbul / Esenyurt /Zafer Mh,https://www.facebook.com/events/1334362593838087/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,Today,Happening Now,Babacanpremium,https://scontent.fbho3-3.fna.fbcdn.net/v/t39.30808-6/376416733_787322043396863_4198388367999107203_n.jpg?stp=c0.17.161.108a_dst-jpg_p160x160&_nc_cat=108&ccb=1-7&_nc_sid=934829&_nc_ohc=Y1R_AcbxuvQAX-00ShC&_nc_ht=scontent.fbho3-3.fna&oh=00_AfB1SeE2L7sOb8vty1qsvSIyijoT4dErfkTpyb6z7W6vdA&oe=6503BD20
24,Babacan Premium 1+1 satılık daire 2.500.000 TL İstanbul / Esenyurt / Zafer Mh,https://www.facebook.com/events/266205059623527/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,Today,Happening Now,1 going,https://scontent.fbho3-2.fna.fbcdn.net/v/t39.30808-6/376485863_273692678878738_6747818371301560224_n.jpg?stp=c0.36.168.112a_dst-jpg_p168x128&_nc_cat=107&ccb=1-7&_nc_sid=934829&_nc_ohc=OhY0l7hdIiIAX_6mASN&_nc_ht=scontent.fbho3-2.fna&oh=00_AfDmjE-90dpdU3vjdwQ5KeBGooVGUQhy3BRYvmB3QrlA8A&oe=6502D89B
25,BABACAN PREMİUM 2+1 SATILIK DAİRE KİRACISIZ DENİZ MANZARALI 3.700.000 TL İstanbul / Esenyurt /,https://www.facebook.com/events/309620875046899/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,Today,Happening Now,BABACAN PREMİUM,https://scontent.fbho3-2.fna.fbcdn.net/v/t39.30808-6/375214368_787316216730779_915218929408837283_n.jpg?stp=c0.6.168.112a_dst-jpg_p168x128&_nc_cat=107&ccb=1-7&_nc_sid=934829&_nc_ohc=jp2cpnCIx_YAX8mjSXd&_nc_oc=AQnwch3YrN4fXVdCcrpAHttw_oqclyAZBl1w5hkHjIFG-l231l7aqroVe502V0LzODburyaufkr1t0OmnPKE5rpN&_nc_ht=scontent.fbho3-2.fna&oh=00_AfDpMzvT0HyQ9kcDUx569VyXoQIRpMJBo4cM0gC6CDKQ6A&oe=65033730
26,Babacan Premium 3+1 satılık daire 4.050.000TL İstanbul / Esenyurt / Zafer Mh,https://www.facebook.com/events/321281180470794/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,Today,Happening Now,1 going,https://scontent.fbho3-2.fna.fbcdn.net/v/t39.30808-6/375219524_273695572211782_7381583889433093577_n.jpg?stp=c0.18.168.112a_dst-jpg_p168x128&_nc_cat=111&ccb=1-7&_nc_sid=934829&_nc_ohc=pz2n8eNxZFIAX-616Nv&_nc_ht=scontent.fbho3-2.fna&oh=00_AfDaezrf-gm9ofmsHfdm1SnUDzYwO6bGkhN6vl-A8wwGeg&oe=6502A6DD
27,Babacan Premium 2+1 satılık daire 3.500.000 TL İstanbul / Esenyurt / Zafer Mh. Satılık Daire,https://www.facebook.com/events/1234110787285982/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,Today,Happening Now,1 going,https://scontent.fbho3-1.fna.fbcdn.net/v/t39.30808-6/376570062_273690548878951_8868454476965867544_n.jpg?stp=c0.37.168.112a_dst-jpg_p168x128&_nc_cat=110&ccb=1-7&_nc_sid=934829&_nc_ohc=pjAEUSnYsgAAX811KDF&_nc_ht=scontent.fbho3-1.fna&oh=00_AfAh43NrlWuFTqVyK7fMxgXzFxovWpoz5AegDuzn51RTeA&oe=65026EFF
28,Hand Balancing & Mobility Workshop with Antonio Torres,https://www.facebook.com/events/834613841361702/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 16 SEP AT 09:30 UTC+03,YogaŞala,https://scontent.fbho3-2.fna.fbcdn.net/v/t39.30808-6/366286234_605743171754841_1337777211706574976_n.jpg?stp=c210.0.1500.1000a_dst-jpg_s168x128&_nc_cat=111&ccb=1-7&_nc_sid=934829&_nc_ohc=MQ8r27bD1AEAX_Sl5rb&_nc_ht=scontent.fbho3-2.fna&oh=00_AfDjIWC9iaMfvG8992PMASMSKkUXNJMvv-bhKm0DsXvxVw&oe=650246EE
29,Ретрит с Гильермо Сегундо Аревало и растениями силы,https://www.facebook.com/events/9721778351228209/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,FRI, 15 SEP-18 SEP,1 interested · 1 going,https://scontent.fbho3-1.fna.fbcdn.net/v/t39.30808-6/361169037_286912560523197_3203933127574514863_n.jpg?stp=c0.18.168.112a_dst-jpg_p168x128&_nc_cat=109&ccb=1-7&_nc_sid=934829&_nc_ohc=rkBy-FP5JUQAX82TgFw&_nc_ht=scontent.fbho3-1.fna&oh=00_AfAZ8BJzE_TMCJoG2WkZzslM_xEThXELbCki1KpzoqnEFA&oe=6501F88F
30,💞💞EVLENİYORUZ💞💞,https://www.facebook.com/events/832178501612675/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,FRI, 15 SEP AT 20:00 UTC+03,Değirmenköy Belediye Ek Hizmet Binası,https://scontent.fbho3-1.fna.fbcdn.net/v/t39.30808-6/375141991_7170322403001142_1518033243181237314_n.jpg?stp=c0.86.168.112a_dst-jpg_p168x128&_nc_cat=110&ccb=1-7&_nc_sid=934829&_nc_ohc=4-iZAZZs4osAX_LfAWk&_nc_ht=scontent.fbho3-1.fna&oh=00_AfBkxeILZVvDFkhoWhUGmT4SjLYNxuejrNU54dV4TAKm8Q&oe=65035595
31,Fotoğrafın Peşinde: Sanatçılarla Atölyeler | Chasing the Photograph: Workshops with Artists,https://www.facebook.com/events/830004835376971/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,FRI, 15 SEP AT 14:00 UTC+03 AND 1 MORE,39 interested · 1 going,https://scontent.fbho3-3.fna.fbcdn.net/v/t39.30808-6/366560783_696293769207718_702607482925193808_n.jpg?stp=c150.0.1620.1080a_dst-jpg_s168x128&_nc_cat=101&ccb=1-7&_nc_sid=934829&_nc_ohc=655y0n5utzAAX-5AZZ3&_nc_ht=scontent.fbho3-3.fna&oh=00_AfChJGC1r8PQq1M46tTZ0WbB1PL8NwUNRUBqbDU2Gu4L4w&oe=6502FB44
32,Rengarenk Sonbahar | Colourful Fall,https://www.facebook.com/events/1018113432867634/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 16 SEP AT 10:30 UTC+03 AND 13 MORE,26 interested · 1 going,https://scontent.fbho3-1.fna.fbcdn.net/v/t39.30808-6/371026350_707994954704266_351438888492899526_n.jpg?stp=c150.0.1620.1080a_dst-jpg_s168x128&_nc_cat=103&ccb=1-7&_nc_sid=934829&_nc_ohc=q7r4sOlu3YIAX_N2Qz8&_nc_ht=scontent.fbho3-1.fna&oh=00_AfCiwCZSDk627ZCx7HE0hpGudnckHJ5zZ6FJnIeu7Nql4g&oe=65029A0A
33,Leo Rutherford'la Şaman'ın Yolu,https://www.facebook.com/events/809930713911218/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 16 SEP AT 10:30 UTC+03,Pendik / İstanbul,https://scontent.fbho3-3.fna.fbcdn.net/v/t39.30808-6/350133879_10166700820253504_4302640354101902137_n.jpg?stp=c0.18.168.112a_dst-jpg_p168x128&_nc_cat=101&ccb=1-7&_nc_sid=934829&_nc_ohc=NHVhYQZMua8AX-YPXZq&_nc_ht=scontent.fbho3-3.fna&oh=00_AfCEBia30TJyWJmYnFHvFCZ1i84h18X4ew2jX6bg3tlLyQ&oe=6502D480
34,SteelOrbis Fall 2023 Conference & 89th IREPAS Meeting,https://www.facebook.com/events/678065740486449/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SUN, 17 SEP-19 SEP,Swiss Otel Bosphorus İstanbul,https://scontent.fbho3-2.fna.fbcdn.net/v/t39.30808-6/369690586_700085012162323_9043484628213526685_n.jpg?stp=c129.0.942.628a_dst-jpg_s168x128&_nc_cat=111&ccb=1-7&_nc_sid=934829&_nc_ohc=orHsNnxseoQAX8EpqTz&_nc_ht=scontent.fbho3-2.fna&oh=00_AfC8jZ1XxavcoNT-_S-GJIqIZNdi2VRtlRQM1fl0suNHeg&oe=65032A0E
35,17 Eylül Pazar Umut Oto Yaza Veda Etkinliği,https://www.facebook.com/events/299163446057500/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SUN, 17 SEP AT 12:00 UTC+03,Umut Oto Yedek Parça Elektronik Aksesuar Mekanik Servis,https://scontent.fbho3-2.fna.fbcdn.net/v/t39.30808-6/369716160_772341168228532_2027466165534669788_n.jpg?stp=c158.0.768.512a_dst-jpg_s168x128&_nc_cat=104&ccb=1-7&_nc_sid=934829&_nc_ohc=9Ofqlj2G0V4AX_lAaxU&_nc_ht=scontent.fbho3-2.fna&oh=00_AfA6dsU1reyiTE8dvAjjQS1i5kIaM69gvdku7Q9H5XHXHA&oe=6503C3E3
36,Las Cartas de Anunciada,https://www.facebook.com/events/319013100490436/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,FRI, 15 SEP AT 19:00 UTC+03,İstanbul Cervantes Enstitüsü,https://scontent.fbho3-1.fna.fbcdn.net/v/t39.30808-6/374916776_690629789767655_6556547493207148340_n.jpg?stp=c102.0.746.497a_dst-jpg_s168x128&_nc_cat=102&ccb=1-7&_nc_sid=934829&_nc_ohc=7tpMSec_QuEAX9neTQr&_nc_ht=scontent.fbho3-1.fna&oh=00_AfBmJFfjDwfZkSx416reflTN_AuM9e7IodtkRvVLM-rtuQ&oe=650308C7
37,2023 ISAF SECURITY SAFETY,https://www.facebook.com/events/826345735666063/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,THURS, 14 SEP-17 SEP,İstanbul Fuar Merkezi,https://scontent.fbho3-2.fna.fbcdn.net/v/t39.30808-6/376556270_143353698838261_6337102677916713187_n.jpg?stp=c0.36.168.112a_dst-jpg_p168x128&_nc_cat=106&ccb=1-7&_nc_sid=934829&_nc_ohc=1qWp_4jc80gAX8uiJO2&_nc_ht=scontent.fbho3-2.fna&oh=00_AfA6-CDhZfFHYv-EnhVrfmTk9usf9fbmMO87wRkXrqx7EA&oe=6501EAE7
38,Yonca&Yahya Düğün,https://www.facebook.com/events/1709227129557249/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 16 SEP AT 18:00 UTC+03,Valentine Düğün Davet Salonları,https://scontent.fbho3-2.fna.fbcdn.net/v/t39.30808-6/376625772_10228778845369032_6151397310966182729_n.png?stp=c153.0.1566.1044a_dst-jpg_s168x128&_nc_cat=106&ccb=1-7&_nc_sid=934829&_nc_ohc=FMteeF_ElaoAX-bd8mk&_nc_ht=scontent.fbho3-2.fna&oh=00_AfC1i8JIx_5Jfh35P0bSqe0pqrQXaBEVDmNpPY2octyxSw&oe=65028DFB
39,sünnet düğünü 🧿,https://www.facebook.com/events/653149023546969/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SUN, 17 SEP AT 13:00 UTC+03,Saz 1 Düğün Salonu,https://scontent.fbho3-1.fna.fbcdn.net/v/t39.30808-6/376629168_3542576229351979_4308466064870805_n.jpg?stp=c59.0.672.448a_dst-jpg_s168x128&_nc_cat=110&ccb=1-7&_nc_sid=934829&_nc_ohc=gm-INLr7cqkAX_kO26P&_nc_ht=scontent.fbho3-1.fna&oh=00_AfB30KsFXdp3YhhDZTxFFmcerZ8VvRodFkxrgOeYUOIQyw&oe=6502640E
40,Büyükada Bisiklet Turu - 2 Gün 1 Gece Konaklamalı,https://www.facebook.com/events/602038192121731/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,WED, 13 SEP-20 SEP,"Büyükada, Adalar, Istanbul",https://scontent.fbho3-1.fna.fbcdn.net/v/t39.30808-6/371459670_6796585647028647_750313713386208722_n.jpg?stp=c245.0.510.340a_dst-jpg_s168x128&_nc_cat=110&ccb=1-7&_nc_sid=934829&_nc_ohc=aYP0xBqGvCQAX8K4_Rr&_nc_ht=scontent.fbho3-1.fna&oh=00_AfCLipDIS_uhD8wWU613kRRzRqQZmdtU0qUoZ6-ux2q0Ug&oe=6502C421
41,EMC Turkiye 2023,https://www.facebook.com/events/941296617294629/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SUN, 17 SEP-20 SEP,Bahçeşehir University,https://scontent.fbho3-3.fna.fbcdn.net/v/t39.30808-6/334084387_882710169672470_8373358488404293481_n.jpg?stp=c757.0.888.592a_dst-jpg_s168x128&_nc_cat=108&ccb=1-7&_nc_sid=934829&_nc_ohc=upVIR7qfSlkAX8isr5T&_nc_ht=scontent.fbho3-3.fna&oh=00_AfDqrXdjZRRSOt5w_Dl3SnAxT10CJsCosmb9AwJ9_LzTCA&oe=65025D03
42,SCB konser,https://www.facebook.com/events/3611535095840078/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 16 SEP AT 21:00 UTC+03,Barock 42,https://scontent.fbho3-1.fna.fbcdn.net/v/t39.30808-6/369699118_10159908071921871_518423082504405488_n.jpg?stp=c0.18.168.112a_dst-jpg_p168x128&_nc_cat=110&ccb=1-7&_nc_sid=934829&_nc_ohc=aoW6pWc1idEAX-IKlA4&_nc_ht=scontent.fbho3-1.fna&oh=00_AfD5tl-srBYYCz-EoYN_m59qhfbAxHIp5CGqMW9HXwGXHg&oe=6503C121
43,Evleniyoruz ❤️,https://www.facebook.com/events/568819355278206/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 16 SEP-17 SEP,Değirmenköy Belediye Ek Hizmet Binası,https://scontent.fbho3-3.fna.fbcdn.net/v/t39.30808-6/367921312_3208578189443338_8298791800768058495_n.jpg?stp=dst-jpg_s168x128&_nc_cat=101&ccb=1-7&_nc_sid=934829&_nc_ohc=kF_Fr2V-gzQAX-lc3su&_nc_ht=scontent.fbho3-3.fna&oh=00_AfDgUhFGnVx64vUzXOgYrEKSHP6gxa19IXk2B4Pzkpfawg&oe=65035CA7
44,Taksim English Stand-up Comedy Open Mic,https://www.facebook.com/events/985391052730093/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 16 SEP AT 18:00 UTC+03 AND 2 MORE,Infiniti sahne,https://scontent.fbho3-3.fna.fbcdn.net/v/t39.30808-6/374232782_609140078046220_5892203534886368063_n.jpg?stp=c129.0.942.628a_dst-jpg_s168x128&_nc_cat=108&ccb=1-7&_nc_sid=934829&_nc_ohc=uuHtmc21OZsAX99inNz&_nc_ht=scontent.fbho3-3.fna&oh=00_AfAIQxza-K1obU4_0VAmuomCLFw-g0IW_nhr7jtt_YofFg&oe=6502914A
45,Meet new friends and language exchange,https://www.facebook.com/events/1293695844577281/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,FRI, 15 SEP AT 19:00 UTC+02 AND 37 MORE,11 interested · 1 going,https://scontent.fbho3-1.fna.fbcdn.net/v/t39.30808-6/352385185_119426014504747_3636574640134749342_n.jpg?stp=c94.0.1096.731a_cp6_dst-jpg_s168x128&_nc_cat=102&ccb=1-7&_nc_sid=934829&_nc_ohc=2TkKulTJCNAAX8PM9vu&_nc_ht=scontent.fbho3-1.fna&oh=00_AfBdWpw5yJLs_5WG4F8MFWRoka11enpJHX9SPNNWmayCeQ&oe=6503637C
46,"13-я выставка GIIS & IRES по инвестиционной миграции: Стамбул, Турция, 2023 г.",https://www.facebook.com/events/837995264031194/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 16 SEP AT 10:00 UTC+03,Hilton Istanbul Bosphorus,https://scontent.fbho3-1.fna.fbcdn.net/v/t39.30808-6/366553965_759820696150334_6828237226905414785_n.jpg?stp=c66.0.164.110a_dst-jpg_p296x100&_nc_cat=110&ccb=1-7&_nc_sid=934829&_nc_ohc=EDKcpv7sHQMAX-r7lwd&_nc_ht=scontent.fbho3-1.fna&oh=00_AfBIOOJoOzKJNmi2RabHP8cVd6IceDDa3VkqKcduhPGQVA&oe=65023800
47,Orta Seviye Yoga Uzmanlık Modülü,https://www.facebook.com/events/179135008047363/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 16 SEP AT 14:30 UTC+03 AND 9 MORE,4 interested · 1 going,https://scontent.fbho3-3.fna.fbcdn.net/v/t39.30808-6/345663123_202081959305582_4267539448247247278_n.jpg?stp=c129.0.942.628a_dst-jpg_s168x128&_nc_cat=101&ccb=1-7&_nc_sid=934829&_nc_ohc=6sYpRkEDZYoAX8Q7q7r&_nc_ht=scontent.fbho3-3.fna&oh=00_AfDZxaFjDuY4IQaW7TDwL_rsZuo4GJ26YhovfEMzTZzydw&oe=65028B10
48,“Arkaik Kadına Yolculuk: La Loba”,https://www.facebook.com/events/750848573764272/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 16 SEP AT 13:30 UTC+03,Pera Beşiktaş,https://scontent.fbho3-1.fna.fbcdn.net/v/t39.30808-6/370425911_775378791256105_4154837056012987548_n.jpg?stp=c0.30.1239.826a_dst-jpg_s168x128&_nc_cat=110&ccb=1-7&_nc_sid=934829&_nc_ohc=QdNNpTCd6SUAX8kAXFz&_nc_ht=scontent.fbho3-1.fna&oh=00_AfCFElfSw76lwJJ8FJKH4taNoAejdzBhddGebrsbWf8pLg&oe=65020090
49,Salihcan ile Azranur'un düğünü...,https://www.facebook.com/events/2035004616842418/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 16 SEP AT 16:10 UTC+03,Alibeyköy Osmanlı Parkı,https://scontent.fbho3-3.fna.fbcdn.net/v/t39.30808-6/369723166_7159513377426107_7632907757949068058_n.jpg?stp=c0.37.168.112a_dst-jpg_p75x225&_nc_cat=108&ccb=1-7&_nc_sid=934829&_nc_ohc=bLGR8x_vFccAX_hD7nc&_nc_ht=scontent.fbho3-3.fna&oh=00_AfA1UTJdqyjT6nPbD6eO_1I7HZh11aFl92TgtxvVv6ncfw&oe=650227AB
50,Elina Brotherus: Large de Vue,https://www.facebook.com/events/5934487286606844/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SUN, 17 SEP AT 11:00 UTC+03,Arter,https://scontent.fbho3-3.fna.fbcdn.net/v/t39.30808-6/366261455_671009595063784_6766434368977841642_n.jpg?stp=c160.0.1728.1152a_dst-jpg_s168x128&_nc_cat=108&ccb=1-7&_nc_sid=934829&_nc_ohc=j-t4ajkrwGcAX_Wo9r9&_nc_ht=scontent.fbho3-3.fna&oh=00_AfBnGyqP5SgT5vm9mpysaFxqqH84PGP1P6a7p5kdG9CgAA&oe=65036687
51,Eva Koťátková: Bir Balıkmışım Bacakları Olan | I Sometimes Imagine I’m a Fish with Legs,https://www.facebook.com/events/218991254132067/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SUN, 17 SEP AT 19:00 UTC+03,Arter,https://scontent.fbho3-1.fna.fbcdn.net/v/t39.30808-6/366336314_671008975063846_6202162589313659122_n.jpg?stp=c160.0.1728.1152a_dst-jpg_s168x128&_nc_cat=103&ccb=1-7&_nc_sid=934829&_nc_ohc=aZfJ6o9Rgo4AX-NzHM_&_nc_ht=scontent.fbho3-1.fna&oh=00_AfCCRVpxOURf3MQcoHZVNiZB55uTMOy95jGw4VLlWOGLdA&oe=65031ACB
52,HY x S.O.S Night at Suma Han,https://www.facebook.com/events/284108820926712/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 16 SEP AT 22:00 UTC+03,Suma Han,https://scontent.fbho3-3.fna.fbcdn.net/v/t39.30808-6/369364265_1023693289045292_6369906849803743083_n.jpg?stp=c66.0.164.109a_dst-jpg_p296x100&_nc_cat=101&ccb=1-7&_nc_sid=934829&_nc_ohc=C6Uy_pErfg0AX_zq9v_&_nc_ht=scontent.fbho3-3.fna&oh=00_AfCkY63bJmT-YGQu5ONYT9A0zbrzlGh6tHlrbcII1kzRqQ&oe=65026C04
53,Ahsen Küçükçalık ile Suluboya Atölyesi,https://www.facebook.com/events/1235539170449344/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 16 SEP AT 12:00 UTC+03,Decollage Art Space,https://scontent.fbho3-3.fna.fbcdn.net/v/t39.30808-6/369600488_310171918233234_5556534491729448755_n.jpg?stp=c126.0.1388.925a_dst-jpg_s168x128&_nc_cat=101&ccb=1-7&_nc_sid=934829&_nc_ohc=RSTItcmyPCYAX9O6xFf&_nc_ht=scontent.fbho3-3.fna&oh=00_AfAUiMBnj9922MUIEDeU1nRQbnmdzjLOXv2g04-VjO6h9g&oe=6503580F
54,Friday at Suma Han,https://www.facebook.com/events/1024209011921290/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,FRI, 15 SEP AT 22:00 UTC+03,Suma Han,https://scontent.fbho3-1.fna.fbcdn.net/v/t39.30808-6/375808272_1033982464683041_9140811842787601378_n.jpg?stp=c66.0.164.109a_dst-jpg_p296x100&_nc_cat=103&ccb=1-7&_nc_sid=934829&_nc_ohc=l5pkvY40ywIAX8u0mZO&_nc_ht=scontent.fbho3-1.fna&oh=00_AfArnxSd_GUoWwDW7pssAFghXdrHgBzy5adrpGowIGLXIw&oe=6503B4A2
55,20% off! Adelaide Mosaic Lamp Workshops,https://www.facebook.com/events/701682248439823/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,Today,Happening Now,Love in Istanbul,https://scontent.fbho3-2.fna.fbcdn.net/v/t39.30808-6/371110741_810028140828474_380106584941587049_n.jpg?stp=c0.3.163.109a_cp6_dst-jpg_p118x118&_nc_cat=105&ccb=1-7&_nc_sid=934829&_nc_ohc=QmUL_wX_hC8AX-OT98k&_nc_ht=scontent.fbho3-2.fna&oh=00_AfCbnnN3zu7qLaBvOmM2qooNg6h0-5dFvNsnZkox5TdYmQ&oe=6501DCE0
56,Hande Mehan,https://www.facebook.com/events/625022496453514/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 16 SEP AT 20:00 UTC+03,Selçuklu Kongre Merkezi Konya / Selcuklu Congress Center Konya,https://scontent.fbho3-2.fna.fbcdn.net/v/t39.30808-6/366733733_594931899513447_1769678715932674504_n.jpg?stp=c0.28.168.112a_dst-jpg_p168x128&_nc_cat=106&ccb=1-7&_nc_sid=934829&_nc_ohc=-CsL1aSxTNYAX9TA_6H&_nc_ht=scontent.fbho3-2.fna&oh=00_AfC08lGyyzFYDaWh1DKyKHxSfz6uevsWMOi8xTW7KauDKQ&oe=6502D593
